Sr_No,Furnished Status,Facing,Car Parking,Type of Ownership,Booking Amount,Buy Total Price,CITY,PROPERTY_TYPE
442,Unfurnished,East,not available,Freehold,0,900000,London,House
443,Unfurnished,East,available,Freehold,0,2750000,London,Flat / Apartment
444,Unfurnished,West,available,Freehold,0,699500,London,New development
445,Unfurnished,North,not available,Freehold,0,799950,London,Flat / Apartment
446,Furnished,South,not available,Freehold,0,2895000,London,Flat / Apartment
447,Unfurnished,North,available,Freehold,0,799950,London,New development
448,Unfurnished,East,available,Freehold,0,2250000,London,House
449,Unfurnished,West,available,Freehold,0,1125000,London,House
450,Furnished,South,not available,Freehold,0,2020000,London,House
451,Unfurnished,West,available,Freehold,0,975000,London,Flat / Apartment
452,Unfurnished,East,not available,Freehold,0,1595000,London,House
453,Furnished,North,available,Freehold,0,850000,London,Flat / Apartment
454,Furnished,South,not available,Freehold,0,570000,London,House
455,Unfurnished,West,available,Freehold,0,2400000,London,House
456,Unfurnished,North,not available,Freehold,0,475000,London,House
457,Unfurnished,East,available,Freehold,0,800000,London,House
458,Unfurnished,South,not available,Freehold,0,950000,London,House
459,Unfurnished,West,available,Freehold,0,1200000,London,House
460,Unfurnished,North,not available,Freehold,0,3250000,London,New development
461,Furnished,East,available,Freehold,0,2375000,London,Flat / Apartment
462,Unfurnished,South,available,Freehold,0,650000,London,House
463,Unfurnished,West,available,Freehold,0,1295000,London,Flat / Apartment
464,Unfurnished,North,available,Freehold,0,1000000,London,New development
465,Unfurnished,East,available,Freehold,0,1885000,London,New development
466,Unfurnished,South,available,Freehold,0,635000,London,House
467,Unfurnished,West,not available,Freehold,0,3495000,London,House
468,Unfurnished,East,available,Freehold,0,1200000,London,New development
469,Unfurnished,North,available,Freehold,0,1200000,London,Flat / Apartment
470,Furnished,South,not available,Freehold,0,1600000,London,House
471,Unfurnished,West,available,Freehold,0,799000,London,House
472,Unfurnished,East,not available,Freehold,0,850000,London,House
473,Unfurnished,North,not available,Freehold,0,500000,London,House
474,Unfurnished,South,available,Freehold,0,2500000,London,House
475,Unfurnished,West,not available,Freehold,0,3950000,London,House
476,Unfurnished,East,available,Freehold,0,2995000,London,House
477,Unfurnished,North,not available,Freehold,0,995000,London,House
478,Unfurnished,South,available,Freehold,0,2250000,London,Flat / Apartment
479,Unfurnished,East,available,Freehold,0,749950,London,Flat / Apartment
480,Unfurnished,West,not available,Freehold,0,420000,London,House
481,Unfurnished,North,available,Freehold,0,424995,London,Flat / Apartment
482,Unfurnished,East,available,Freehold,0,2150000,London,Flat / Apartment
483,Unfurnished,West,available,Freehold,0,1500000,London,House
484,Unfurnished,South,available,Freehold,0,1575000,London,Flat / Apartment
485,Unfurnished,North,available,Freehold,0,1500000,London,House
486,Unfurnished,East,not available,Freehold,0,550000,London,Flat / Apartment
487,Unfurnished,West,available,Freehold,0,475000,London,Penthouse
488,Unfurnished,South,available,Freehold,0,595000,London,Studio
489,Unfurnished,North,available,Freehold,0,2250000,London,Flat / Apartment
490,Furnished,West,available,Freehold,0,755000,London,House
491,Unfurnished,East,available,Freehold,0,900000,London,New development
492,Unfurnished,South,available,Freehold,0,1990000,London,House
493,Unfurnished,North,not available,Freehold,0,1195000,London,House
494,Unfurnished,East,not available,Freehold,0,450000,London,House
495,Unfurnished,West,not available,Freehold,0,325000,London,House
496,Furnished,South,available,Freehold,0,1150000,London,House
497,Unfurnished,North,available,Freehold,0,850000,London,House
498,Unfurnished,East,available,Freehold,0,879000,London,House
499,Unfurnished,West,not available,Freehold,0,1295000,London,House
500,Unfurnished,South,not available,Freehold,0,575000,London,House
501,Unfurnished,North,available,Freehold,0,4100000,London,Flat / Apartment
502,Unfurnished,East,available,Freehold,0,1800000,London,Flat / Apartment
503,Furnished,West,available,Freehold,0,649950,London,Penthouse
504,Furnished,South,available,Freehold,0,899950,London,House
505,Furnished,North,available,Freehold,0,1999950,London,Flat / Apartment
506,Unfurnished,East,not available,Freehold,0,1995000,London,Flat / Apartment
507,Unfurnished,West,available,Freehold,0,1595000,London,House
508,Unfurnished,South,available,Freehold,0,499000,London,House
509,Unfurnished,North,not available,Freehold,0,3410000,London,Flat / Apartment
510,Unfurnished,East,not available,Freehold,0,6750000,London,Flat / Apartment
511,Unfurnished,South,available,Freehold,0,2850000,London,New development
512,Unfurnished,West,available,Freehold,0,1895000,London,House
513,Unfurnished,North,available,Freehold,0,1650000,London,Flat / Apartment
514,Furnished,East,available,Freehold,0,1225000,London,Flat / Apartment
515,Unfurnished,West,not available,Freehold,0,1100000,London,Flat / Apartment
516,Unfurnished,South,available,Freehold,0,1095000,London,House
517,Unfurnished,North,available,Freehold,0,2395000,London,Flat / Apartment
518,Unfurnished,East,available,Freehold,0,550000,London,House
519,Unfurnished,West,available,Freehold,0,1500000,London,House
520,Unfurnished,South,not available,Freehold,0,750000,London,Flat / Apartment
521,Unfurnished,North,not available,Freehold,0,1150000,London,House
522,Unfurnished,East,not available,Freehold,0,665000,London,Flat / Apartment
523,Unfurnished,West,available,Freehold,0,1250000,London,House
524,Unfurnished,South,available,Freehold,0,1895000,London,House
525,Unfurnished,North,available,Freehold,0,600000,London,House
526,Unfurnished,East,available,Freehold,0,700000,London,Flat / Apartment
527,Unfurnished,West,available,Freehold,0,2450000,London,New development
528,Unfurnished,South,available,Freehold,0,1750000,London,House
529,Unfurnished,North,available,Freehold,0,895000,London,Flat / Apartment
530,Unfurnished,East,not available,Freehold,0,1000000,London,New development
531,Unfurnished,West,available,Freehold,0,2300000,London,House
532,Unfurnished,South,not available,Freehold,0,375000,London,House
533,Unfurnished,North,available,Freehold,0,2150000,London,New development
534,Unfurnished,East,available,Freehold,0,785000,London,House
535,Unfurnished,West,available,Freehold,0,725000,London,House
536,Unfurnished,South,not available,Freehold,0,2850000,London,Flat / Apartment
537,Unfurnished,North,not available,Freehold,0,5950000,London,House
538,Unfurnished,East,available,Freehold,0,985000,London,Flat / Apartment
539,Unfurnished,West,available,Freehold,0,585000,London,Flat / Apartment
540,Unfurnished,South,not available,Freehold,0,995000,London,House
541,Unfurnished,North,available,Freehold,0,550000,London,Flat / Apartment
542,Unfurnished,East,available,Freehold,0,7300000,London,New development
543,Unfurnished,West,not available,Freehold,0,1250000,London,Flat / Apartment
544,Unfurnished,South,not available,Freehold,0,3750000,London,Flat / Apartment
545,Unfurnished,North,available,Freehold,0,430000,London,Flat / Apartment
546,Unfurnished,East,available,Freehold,0,830000,London,House
547,Unfurnished,West,not available,Freehold,0,1100000,London,House
548,Unfurnished,South,available,Freehold,0,3100000,London,House
549,Unfurnished,North,available,Freehold,0,925000,London,House
550,Unfurnished,East,available,Freehold,0,2650000,London,House
551,Unfurnished,West,available,Freehold,0,450000,London,Flat / Apartment
552,Unfurnished,South,available,Freehold,0,650000,London,Flat / Apartment
553,Unfurnished,North,not available,Freehold,0,799950,London,New development
554,Unfurnished,East,available,Freehold,0,1250000,London,House
555,Unfurnished,West,available,Freehold,0,2995000,London,Flat / Apartment
556,Furnished,South,available,Freehold,0,2250000,London,House
557,Unfurnished,North,available,Freehold,0,2995000,London,House
558,Unfurnished,East,available,Freehold,0,1100000,London,House
559,Furnished,West,available,Freehold,0,3350000,London,House
560,Unfurnished,South,available,Freehold,0,775000,London,Flat / Apartment
561,Unfurnished,North,available,Freehold,0,800000,London,Flat / Apartment
562,Unfurnished,East,available,Freehold,0,1850000,London,House
563,Furnished,West,available,Freehold,0,1500000,London,Flat / Apartment
564,Unfurnished,South,available,Freehold,0,1695000,London,Flat / Apartment
565,Unfurnished,North,available,Freehold,0,750000,London,Flat / Apartment
566,Unfurnished,East,available,Freehold,0,1985000,London,House
567,Unfurnished,West,available,Freehold,0,1100000,London,House
568,Unfurnished,South,available,Freehold,0,650000,London,House
569,Unfurnished,North,available,Freehold,0,4500000,London,House
570,Unfurnished,East,available,Freehold,0,4750000,London,Flat / Apartment
571,Furnished,West,available,Freehold,0,995000,London,Flat / Apartment
572,Furnished,South,available,Freehold,0,2150000,London,Flat / Apartment
573,Unfurnished,North,not available,Freehold,0,695000,London,New development
574,Unfurnished,East,not available,Freehold,0,575000,London,House
575,Unfurnished,West,available,Freehold,0,1950000,London,Flat / Apartment
576,Unfurnished,South,available,Freehold,0,2000000,London,House
577,Unfurnished,North,not available,Freehold,0,1100000,London,Flat / Apartment
578,Unfurnished,East,available,Freehold,0,1550000,London,Flat / Apartment
579,Unfurnished,West,available,Freehold,0,649999,London,House
580,Unfurnished,South,not available,Freehold,0,1500000,London,House
581,Unfurnished,North,not available,Freehold,0,725000,London,Flat / Apartment
582,Unfurnished,East,available,Freehold,0,785000,London,House
583,Unfurnished,West,available,Freehold,0,400000,London,Flat / Apartment
584,Unfurnished,South,not available,Freehold,0,1395000,London,House
585,Unfurnished,North,not available,Freehold,0,799950,London,House
586,Unfurnished,East,available,Freehold,0,975000,London,House
587,Furnished,West,available,Freehold,0,4750000,London,House
588,Furnished,South,available,Freehold,0,899950,London,Flat / Apartment
589,Unfurnished,North,available,Freehold,0,925000,London,House
590,Unfurnished,East,available,Freehold,0,1800000,London,Flat / Apartment
591,Unfurnished,West,not available,Freehold,0,2950000,London,Flat / Apartment
592,Unfurnished,South,available,Freehold,0,795000,London,Flat / Apartment
593,Unfurnished,North,available,Freehold,0,795000,London,House
594,Unfurnished,East,not available,Freehold,0,499999,London,House
595,Unfurnished,West,available,Freehold,0,1450000,London,Flat / Apartment
596,Unfurnished,South,not available,Freehold,0,780000,London,House
597,Unfurnished,North,available,Freehold,0,398000,London,House
598,Unfurnished,East,not available,Freehold,0,570000,London,Flat / Apartment
599,Unfurnished,West,available,Freehold,0,625000,London,House
600,Unfurnished,South,not available,Freehold,0,1150000,London,House
601,Unfurnished,North,available,Freehold,0,655000,London,House
602,Unfurnished,East,not available,Freehold,0,375000,London,Flat / Apartment
603,Unfurnished,West,available,Freehold,0,2395000,London,House
604,Unfurnished,East,available,Freehold,0,670000,London,Flat / Apartment
605,Unfurnished,East,available,Freehold,0,1450000,London,House
606,Furnished,West,available,Freehold,0,1750000,London,Flat / Apartment
607,Unfurnished,South,not available,Freehold,0,2250000,London,Flat / Apartment
608,Unfurnished,North,not available,Freehold,0,1295000,London,Flat / Apartment
609,Unfurnished,North,not available,Freehold,0,1750000,London,New development
610,Unfurnished,East,available,Freehold,0,700000,London,House
611,Furnished,West,available,Freehold,0,2100000,London,House
612,Unfurnished,South,available,Freehold,0,775000,London,New development
613,Furnished,South,not available,Freehold,0,1575000,London,Flat / Apartment
614,Unfurnished,West,available,Freehold,0,650000,London,Flat / Apartment
615,Unfurnished,North,available,Freehold,0,8750000,London,Flat / Apartment
616,Unfurnished,East,not available,Freehold,0,775000,London,House
617,Unfurnished,East,available,Freehold,0,975000,London,Flat / Apartment
618,Unfurnished,West,available,Freehold,0,699999,London,Flat / Apartment
619,Unfurnished,North,available,Freehold,0,2250000,London,New development
620,Unfurnished,South,available,Freehold,0,1750000,London,House
621,Unfurnished,North,not available,Freehold,0,1380000,London,Flat / Apartment
622,Unfurnished,East,available,Freehold,0,1595000,London,House
623,Unfurnished,West,available,Freehold,0,5500000,London,Flat / Apartment
624,Unfurnished,South,available,Freehold,0,3050000,London,House
625,Unfurnished,West,available,Freehold,0,2350000,London,Flat / Apartment
626,Unfurnished,East,available,Freehold,0,1600000,London,House
627,Unfurnished,North,available,Freehold,0,6950000,London,House
628,Unfurnished,South,available,Freehold,0,5250000,London,House
629,Unfurnished,West,available,Freehold,0,3375000,London,House
