Sr_No,Carpet Area,Status,floor ,Transition type,Year Built,Price per sqft
566,97,Under Contract,multiple,Not Available,2000,1017
567,221,Active,multiple,Not Available,2007,2943
568,146,Under Contract,multiple,Not Available,2018,1628
569,215,Available for Sale,multiple,Not Available,2017,1529
570,254,Active,multiple,Not Available,2004,2004
571,80,Under Contract,multiple,Not Available,2005,1592
572,76,Available for Sale,multiple,Not Available,2023,1032
573,54,Under Contract,multiple,Not Available,2024,2115
574,301,Active,multiple,Not Available,2015,1947
575,54,Available for Sale,multiple,Not Available,2010,1482
576,619,Under Contract,multiple,Not Available,2012,2373
577,102,Active,multiple,Not Available,2006,808
578,198,Available for Sale,multiple,Not Available,2023,3366
579,290,Under Contract,multiple,Not Available,2008,1347
580,179,Active,multiple,Not Available,2021,1648
581,75,Under Contract,multiple,Not Available,2019,1184
582,91,Available for Sale,multiple,Not Available,2015,1224
583,94,Active,multiple,Not Available,2005,1062
584,33,Under Contract,multiple,Not Available,2021,1513
585,311,Available for Sale,multiple,Not Available,2012,1997
586,129,Under Contract,multiple,Not Available,2002,946
587,832,Active,multiple,Not Available,2022,1460
588,315,Available for Sale,multiple,Not Available,2011,3615
589,286,Under Contract,multiple,Not Available,2012,1040
590,107,Active,multiple,Not Available,2004,2071
591,41,Available for Sale,multiple,Not Available,2013,1807
592,60,Under Contract,multiple,Not Available,2021,1022
593,100,Active,multiple,Not Available,2016,1221
594,103,Under Contract,multiple,Not Available,2022,1900
595,48,Available for Sale,multiple,Not Available,2014,1275
596,96,Active,multiple,Not Available,2016,1758
597,151,Under Contract,multiple,Not Available,2012,1468
598,360,Available for Sale,multiple,Not Available,2015,1040
599,190,Under Contract,multiple,Not Available,2010,2526
600,236,Active,multiple,Not Available,2007,1032
601,181,Available for Sale,multiple,Not Available,2005,1476
602,117,Under Contract,multiple,Not Available,2008,1130
603,203,Active,multiple,Not Available,2022,1073
604,172,Available for Sale,multiple,Not Available,2004,1418
605,142,Under Contract,multiple,Not Available,2022,1457
606,100,Active,multiple,Not Available,2001,789
607,281,Under Contract,multiple,Not Available,2008,2021
608,92,Available for Sale,multiple,Not Available,2008,1670
609,142,Active,multiple,Not Available,2002,2402
610,243,Under Contract,multiple,Not Available,2021,2999
611,43,Available for Sale,multiple,Not Available,2003,880
612,464,Under Contract,multiple,Not Available,2008,1471
613,210,Active,multiple,Not Available,2021,934
614,225,Available for Sale,multiple,Not Available,2014,1371
615,409,Under Contract,multiple,Not Available,2009,2282
616,77,Active,multiple,Not Available,2017,1066
617,300,Available for Sale,multiple,Not Available,2014,1809
618,116,Under Contract,multiple,Not Available,2000,1097
619,99,Active,multiple,Not Available,2012,1144
620,161,Under Contract,multiple,Not Available,2018,1044
621,65,Available for Sale,multiple,Not Available,2007,2623
622,372,Active,multiple,Not Available,2019,1468
623,95,Under Contract,multiple,Not Available,2020,1040
624,231,Available for Sale,multiple,Not Available,2001,2526
625,94,Under Contract,multiple,Not Available,2017,1032
626,65,Active,multiple,Not Available,2015,1476
627,34,Available for Sale,multiple,Not Available,2024,1130
628,152,Under Contract,multiple,Not Available,2012,1073
629,194,Active,multiple,Not Available,2022,1418
630,130,Available for Sale,multiple,Not Available,2015,1457
631,58,Under Contract,multiple,Not Available,2013,2534
632,45,Active,multiple,Not Available,2024,1176
633,134,Under Contract,multiple,Not Available,2005,128
634,186,Available for Sale,multiple,Not Available,2012,129
635,151,Active,multiple,Not Available,2015,109
636,134,Under Contract,multiple,Not Available,2018,117
637,334,Available for Sale,multiple,Not Available,2005,100
638,177,Under Contract,multiple,Not Available,2010,141
639,175,Active,multiple,Not Available,2018,113
640,56,Available for Sale,multiple,Not Available,2008,117
641,66,Under Contract,multiple,Not Available,2011,157
642,76,Active,multiple,Not Available,2019,120
643,76,Available for Sale,multiple,Not Available,2017,145
644,80,Under Contract,multiple,Not Available,2014,133
645,96,Active,multiple,Not Available,2022,390
646,66,Under Contract,multiple,Not Available,2019,510
647,85,Available for Sale,multiple,Not Available,2013,430
648,148,Active,multiple,Not Available,2015,440
649,182,Under Contract,multiple,Not Available,2022,400
650,84,Available for Sale,multiple,Not Available,2009,480
651,318,Under Contract,multiple,Not Available,2009,49
652,258,Active,multiple,Not Available,2000,590
653,150,Available for Sale,multiple,Not Available,2013,202
654,95,Under Contract,multiple,Not Available,2003,505
655,800,Active,multiple,Not Available,2023,980
656,636,Available for Sale,multiple,Not Available,2005,133
657,98,Under Contract,multiple,Not Available,2013,166
658,93,Active,multiple,Not Available,2010,158
659,66,Under Contract,multiple,Not Available,2005,183
660,138,Available for Sale,multiple,Not Available,2021,196
661,60,Active,multiple,Not Available,2018,189
662,307,Under Contract,multiple,Not Available,2009,200
663,91,Available for Sale,multiple,Not Available,2014,133
664,154,Under Contract,multiple,Not Available,2006,157
665,234,Active,multiple,Not Available,2012,141
666,237,Available for Sale,multiple,Not Available,2021,202
667,120,Under Contract,multiple,Not Available,2010,125
668,319,Active,multiple,Not Available,2001,490
669,73,Available for Sale,multiple,Not Available,2001,79
670,28,Under Contract,multiple,Not Available,2016,131
671,178,Active,multiple,Not Available,2002,91
672,144,Under Contract,multiple,Not Available,2007,179
673,192,Available for Sale,multiple,Not Available,2015,136
674,167,Active,multiple,Not Available,2014,153
675,163,Under Contract,multiple,Not Available,2013,112
676,107,Available for Sale,multiple,Not Available,2012,122
677,250,Under Contract,multiple,Not Available,2014,134
678,99,Active,multiple,Not Available,2012,206
679,77,Available for Sale,multiple,Not Available,2018,150
680,273,Under Contract,multiple,Not Available,2022,301
681,94,Active,multiple,Not Available,2021,273
682,295,Available for Sale,multiple,Not Available,2022,561
683,250,Under Contract,multiple,Not Available,2017,392
684,126,Active,multiple,Not Available,2016,380
685,131,Under Contract,multiple,Not Available,2014,620
686,279,Available for Sale,multiple,Not Available,2019,442
687,98,Active,multiple,Not Available,2018,96
688,68,Under Contract,multiple,Not Available,2013,67
689,241,Available for Sale,multiple,Not Available,2007,66
690,50,Under Contract,multiple,Not Available,2017,139
691,73,Active,multiple,Not Available,2019,26
692,301,Available for Sale,multiple,Not Available,2017,78
693,193,Under Contract,multiple,Not Available,2014,38
694,437,Active,multiple,Not Available,2021,20
695,215,Available for Sale,multiple,Not Available,2019,202
696,60,Under Contract,multiple,Not Available,2005,171
697,88,Active,multiple,Not Available,2015,69
698,91,Under Contract,multiple,Not Available,2016,143
699,168,Available for Sale,multiple,Not Available,2013,125
700,80,Active,multiple,Not Available,2009,121
701,442,Under Contract,multiple,Not Available,2010,240
702,138,Available for Sale,multiple,Not Available,2009,71
703,175,Under Contract,multiple,Not Available,2006,78
704,233,Active,multiple,Not Available,2004,173
705,121,Available for Sale,multiple,Not Available,2006,102
706,88,Under Contract,multiple,Not Available,2020,64
707,87,Active,multiple,Not Available,2001,410
708,132,Available for Sale,multiple,Not Available,2007,173
709,255,Under Contract,multiple,Not Available,2017,102
710,139,Active,multiple,Not Available,2013,64
711,89,Under Contract,multiple,Not Available,2011,957
712,186,Available for Sale,multiple,Not Available,2003,774
713,86,Active,multiple,Not Available,2007,1336
714,54,Under Contract,multiple,Not Available,2014,896
715,42,Available for Sale,multiple,Not Available,2004,799
716,207,Under Contract,multiple,Not Available,2003,631
717,165,Active,multiple,Not Available,2021,614
718,212,Available for Sale,multiple,Not Available,2009,563
719,224,Under Contract,multiple,Not Available,2012,770
720,60,Active,multiple,Not Available,2020,927
721,38,Available for Sale,multiple,Not Available,2010,1022
722,79,Under Contract,multiple,Not Available,2006,994
723,294,Active,multiple,Not Available,2018,1047
724,91,Under Contract,multiple,Not Available,2014,1033
725,122,Available for Sale,multiple,Not Available,2000,1146
726,156,Active,multiple,Not Available,2010,1074
727,146,Under Contract,multiple,Not Available,2007,570
728,70,Available for Sale,multiple,Not Available,2021,1142
729,34,Under Contract,multiple,Not Available,2004,1912
730,154,Active,multiple,Not Available,2020,990
731,146,Available for Sale,multiple,Not Available,2021,660
732,100,Under Contract,multiple,Not Available,2005,753
733,188,Active,multiple,Not Available,2008,1560
734,70,Available for Sale,multiple,Not Available,2018,504
735,150,Under Contract,multiple,Not Available,2001,720
736,192,Active,multiple,Not Available,2013,1199
737,80,Under Contract,multiple,Not Available,2011,4056
738,114,Available for Sale,multiple,Not Available,2009,1800
739,185,Active,multiple,Not Available,2016,1636
740,351,Under Contract,multiple,Not Available,2022,1573
741,117,Available for Sale,multiple,Not Available,2009,1573
742,69,Under Contract,multiple,Not Available,2018,1573
743,285,Active,multiple,Not Available,2017,1571
744,282,Available for Sale,multiple,Not Available,2022,2188
745,172,Under Contract,multiple,Not Available,2022,1434
746,147,Active,multiple,Not Available,2011,1896
747,176,Available for Sale,multiple,Not Available,2003,1778
748,181,Under Contract,multiple,Not Available,2013,1328
749,215,Active,multiple,Not Available,2021,1396
750,95,Under Contract,multiple,Not Available,2003,1761
751,350,Available for Sale,multiple,Not Available,2020,1954
752,90,Active,multiple,Not Available,2010,2885
753,258,Under Contract,multiple,Not Available,2016,1976
754,91,Available for Sale,multiple,Not Available,2023,3216
755,182,Under Contract,multiple,Not Available,2014,3044
756,65,Active,multiple,Not Available,2012,2322
757,104,Available for Sale,multiple,Not Available,2018,2251
758,256,Under Contract,multiple,Not Available,2021,1224
759,63,Active,multiple,Not Available,2009,1713
760,95,Available for Sale,multiple,Not Available,2017,2316
761,302,Under Contract,multiple,Not Available,2001,1190
762,85,Active,multiple,Not Available,2007,1692
763,103,Under Contract,multiple,Not Available,2022,2776
764,88,Available for Sale,multiple,Not Available,2002,2915
765,212,Active,multiple,Not Available,2011,2612
766,44,Under Contract,multiple,Not Available,2017,2898
767,318,Available for Sale,multiple,Not Available,2016,1320
768,147,Under Contract,multiple,Not Available,2020,2856
769,59,Active,multiple,Not Available,2007,1476
770,513,Available for Sale,multiple,Not Available,2022,1861
771,1172,Under Contract,multiple,Not Available,2013,1999
772,114,Active,multiple,Not Available,2005,1729
773,80,Available for Sale,multiple,Not Available,2013,2346
774,199,Under Contract,multiple,Not Available,2021,2845
775,67,Active,multiple,Not Available,2001,1826
776,223,Under Contract,multiple,Not Available,2022,1184
777,89,Available for Sale,multiple,Not Available,2017,1087
778,240,Active,multiple,Not Available,2012,1043
779,51,Under Contract,multiple,Not Available,2016,1397
780,89,Available for Sale,multiple,Not Available,2020,1953
781,64,Under Contract,multiple,Not Available,2021,964
782,141,Active,multiple,Not Available,2014,1036
783,71,Available for Sale,multiple,Not Available,2014,2047
784,332,Under Contract,multiple,Not Available,2008,1013
785,57,Active,multiple,Not Available,2013,1272
786,72,Available for Sale,multiple,Not Available,2023,1119
787,96,Under Contract,multiple,Not Available,2008,1654
788,121,Active,multiple,Not Available,2009,1405
789,561,Under Contract,multiple,Not Available,2002,1528
790,366,Available for Sale,multiple,Not Available,2019,1251
791,709,Active,multiple,Not Available,2022,1333
792,163,Under Contract,multiple,Not Available,2021,808
793,377,Available for Sale,multiple,Not Available,2018,2307
794,81,Under Contract,multiple,Not Available,2023,826
795,108,Active,multiple,Not Available,2004,1465
796,174,Available for Sale,multiple,Not Available,2011,1167
797,111,Under Contract,multiple,Not Available,2016,1376
